city,listing_id,bathrooms,price_per_sqft,build_year,url,price,bedrooms,state,longitude,zip_code,partial_bathrooms,street,address,latitude,house_type,state_code,sqft,neighborhood
New York,3259280432,2,2104.137,,https://www.trulia.com/property/3259280432-121-E-22nd-St-N607-New-York-NY-10010,2950000,2,New York,-73.98569,10010,0,E 22nd St,"121 East 22nd Street #N607, New York, NY",40.73919,Condo,NY,1402,Gramercy Park
New York,3259167661,1,1510.8514,1902,https://www.trulia.com/property/3259167661-214-Riverside-Dr-405-New-York-NY-10025,905000,1,New York,-73.97603,10025,,Riverside Dr,"214 Riverside Drive #405, New York, NY",40.794506,Condo,NY,599,Upper West Side
New York,3258870701,1,1473.8462,1903,https://www.trulia.com/property/3258870701-140-W-69th-St-82A-New-York-NY-10023,479000,,New York,-73.98167,10023,,W 69th St,"140 West 69th Street #82A, New York, NY",40.77588,Condo,NY,325,Upper West Side
New York,3257164102,0,918.1818,1963,https://www.trulia.com/property/3257164102-160-W-End-Ave-24L-New-York-NY-10023,505000,,New York,-73.98501,10023,,W End Ave,"160 West End Avenue #24L, New York, NY",40.776047,Coop,NY,550,Upper West Side
New York,3149971829,1,998.3333,,https://www.trulia.com/property/3149971829-393-W-49th-St-4-PP-New-York-NY-10019,599000,,New York,-73.988495,10019,,W 49th St,"393 West 49th Street #4-PP, New York, NY",40.762882,Condo,NY,600,Clinton
New York,3259183111,1,3353.752,,https://www.trulia.com/property/3259183111-530-Park-Ave-4B-New-York-NY-10065,2190000,,New York,-73.96946,10065,,Park Ave,"530 Park Avenue #4B, New York, NY",40.76414,Condo,NY,653,Upper East Side
New York,3258704796,1,1023.1214,1960,https://www.trulia.com/property/3258704796-165-W-End-Ave-6B-New-York-NY-10023,885000,1,New York,-73.98727,10023,,W End Ave,"165 West End Avenue #6B, New York, NY",40.777187,Condo,NY,865,Upper West Side
New York,3259280470,2,2621.3591,2003,https://www.trulia.com/property/3259280470-389-E-89th-St-24C-New-York-NY-10128,2160000,2,New York,-73.94814,10128,,E 89th St,"389 East 89th Street #24C, New York, NY",40.77913,Condo,NY,824,Upper East Side
New York,3258426015,1,877.7778,1957,https://www.trulia.com/property/3258426015-166-E-35th-St-14F-New-York-NY-10016,395000,,New York,-73.97805,10016,0,E 35th St,"166 East 35th Street #14F, New York, NY",40.746353,Coop,NY,450,Murray Hill
New York,3143523948,2,964.2857,,https://www.trulia.com/property/3143523948-150-E-61st-St-9-C-New-York-NY-10065,1350000,2,New York,-73.966995,10065,,E 61st St,"150 East 61st Street #9-C, New York, NY",40.76321,Apartment,NY,1400,Upper East Side
