"year","quarter","state","city","code","immid_R","immid_A","immid_D","immid_P","other_R","other_A","other_D","other_P"
"2014","4","Washington","Seattle ","SEA",724,479,54,1587,NA,NA,NA,10
"2014","4","Washington","Spokane ","SPO",42,63,NA,75,NA,NA,NA,NA
"2014","4","Washington","Yakima","YAK",69,193,12,102,NA,NA,NA,NA
"2014","4","Wisconsin","Milwaukee ","MIL",272,308,54,458,NA,NA,NA,12
"2014","4","Service Center","California","WSC",1972,21383,2026,10076,44598,53322,6415,361325
"2014","4","Service Center","Nebraska","NSC",52469,43849,1813,105587,1642,2438,185,3786
"2014","4","Service Center","Texas","SSC",11563,11417,952,23665,303,431,173,769
"2014","4","Service Center","Vermont","ESC",12225,16000,2080,24824,11861,6050,2749,152854
"2015","1","Alaska","Anchorage ","ANC",77,96,NA,122,NA,NA,NA,NA
"2015","1","Arizona","Phoenix ","PHO",698,519,31,2007,NA,NA,NA,44
"2015","1","Arizona","Tucson","TUC",262,191,NA,592,NA,NA,NA,NA
"2015","1","Arkansas","Fort Smith ","FSA",79,59,NA,216,NA,NA,NA,NA
"2015","1","California","Chula Vista","CVC",519,335,20,1056,NA,NA,NA,11
"2015","1","California","Fresno ","FRE",394,346,19,1033,NA,NA,NA,24
"2015","1","California","Imperial","IMP",73,113,NA,162,NA,NA,NA,NA
"2015","1","California","Los Angeles ","LOS",1518,1249,104,3757,NA,15,NA,84
"2015","1","California","Los Angeles County ","LAC",1476,1286,97,4178,NA,12,NA,58
"2015","1","California","Sacramento ","SAC",555,411,36,1274,NA,13,NA,NA
"2015","1","California","San Bernardino","SBD",1118,678,88,3513,NA,NA,NA,45
"2015","1","California","San Diego ","SND",444,407,32,948,NA,NA,NA,28
"2015","1","California","San Fernando Valley","SFV",842,890,72,2526,NA,NA,NA,84
"2015","1","California","San Francisco","SFR",1376,1196,64,3041,NA,24,NA,81
"2015","1","California","San Jose ","SNJ",878,626,132,1860,NA,NA,NA,11
"2015","1","California","Santa Ana","SAA",939,595,38,2472,NA,NA,NA,11
"2015","1","Colorado","Denver ","DEN",713,595,73,2603,NA,NA,NA,23
"2015","1","Connecticut","Hartford ","HAR",606,383,30,1855,NA,NA,NA,NA
"2015","1","Delaware","Dover","DVD",NA,NA,NA,NA,NA,NA,NA,NA
"2015","1","District of Columbia","Washington ","WAS",1060,982,94,2260,NA,17,NA,228
"2015","1","Florida","Hialeah","HIA",492,252,39,1252,NA,NA,NA,19
"2015","1","Florida","Jacksonville","JAC",300,207,26,851,NA,NA,NA,NA
"2015","1","Florida","Kendall","KND",426,378,53,1069,NA,11,NA,24
"2015","1","Florida","Miami ","MIA",856,733,94,2819,NA,10,NA,66
"2015","1","Florida","Oakland Park","OKL",1039,772,86,2507,NA,12,12,67
"2015","1","Florida","Orlando ","ORL",764,469,74,2352,NA,NA,NA,60
"2015","1","Florida","TAM","TAM",717,620,70,2132,NA,21,NA,39
"2015","1","Florida","West Palm Beach","WPB",516,435,66,1355,NA,20,NA,20
"2015","1","Georgia","Atlanta ","ATL",1591,1243,137,4081,NA,28,NA,99
"2015","1","Hawaii","Honolulu ","HHW",249,222,29,673,NA,NA,NA,NA
"2015","1","Idaho","Boise ","BOI",96,119,NA,142,NA,NA,NA,NA
"2015","1","Illinois","Chicago ","CHI",2234,1299,90,7582,NA,43,NA,440
"2015","1","Indiana","Indianapolis ","INP",295,319,49,664,NA,NA,NA,10
"2015","1","Iowa","Des Moines","DSM",138,42,NA,300,NA,NA,NA,NA
"2015","1","Kansas","Wichita","WIC",122,106,12,298,NA,NA,NA,NA
"2015","1","Kentucky","Louisville ","LOU",142,170,32,432,NA,12,NA,NA
"2015","1","Louisiana","New Orleans ","NOL",318,254,17,744,NA,NA,NA,NA
"2015","1","Maine","Portland ","POM",64,53,11,93,NA,NA,NA,NA
"2015","1","Maryland","Baltimore ","BAL",1054,593,53,2815,NA,16,NA,15
"2015","1","Massachusetts","Boston ","BOS",1195,767,61,2720,NA,16,NA,NA
"2015","1","Massachusetts","Lawrence","LAW",431,346,30,1093,NA,NA,NA,11
"2015","1","Michigan","Detroit ","DET",608,432,78,1681,NA,NA,NA,415
"2015","1","Minnesota","St. Paul ","SPM",544,385,40,1482,NA,NA,NA,11
"2015","1","Missouri","Kansas City ","KAN",311,251,37,659,NA,NA,NA,NA
"2015","1","Missouri","St. Louis ","STL",164,109,18,470,NA,NA,NA,NA
"2015","1","Montana","Helena ","HEL",32,75,NA,61,NA,NA,NA,NA
"2015","1","Nebraska","Omaha ","OMA",137,274,20,318,NA,NA,NA,NA
"2015","1","Nevada","Las Vegas ","LVG",567,497,56,1070,NA,NA,NA,NA
"2015","1","Nevada","Reno ","REN",69,56,NA,205,NA,NA,NA,NA
"2015","1","New Hampshire","Manchester ","MAN",104,72,NA,175,NA,NA,NA,NA
"2015","1","New Jersey","Mount Laurel","MTL",447,450,46,984,NA,NA,NA,NA
"2015","1","New Jersey","Newark ","NEW",2212,1471,141,4268,NA,25,NA,23
"2015","1","New Mexico","Albuquerque ","ABQ",179,83,NA,349,NA,NA,NA,NA
"2015","1","New York","Albany ","ALB",117,90,NA,302,NA,NA,NA,14
"2015","1","New York","Buffalo ","BUF",196,181,41,537,NA,20,NA,80
"2015","1","New York","Long Island","LNY",1204,627,47,3768,NA,11,NA,144
"2015","1","New York","New York ","NYC",3864,3137,511,10114,NA,23,10,289
"2015","1","New York","Queens","QNS",1290,565,30,3504,NA,NA,NA,163
"2015","1","North Carolina","Charlotte ","CLT",372,341,32,804,NA,NA,NA,NA
"2015","1","North Carolina","Raleigh","RAL",392,342,30,933,NA,NA,NA,NA
"2015","1","Ohio","Cincinnati ","CIN",174,135,10,342,NA,NA,NA,NA
"2015","1","Ohio","Cleveland ","CLE",225,222,20,447,NA,NA,NA,NA
"2015","1","Ohio","Columbus","CLM",232,192,24,484,NA,NA,NA,NA
"2015","1","Oklahoma","Oklahoma City ","OKC",285,210,23,964,NA,NA,NA,NA
"2015","1","Oregon","Portland ","POO",399,315,11,1130,NA,NA,NA,NA
"2015","1","Pennsylvania","Philadelphia","PHI",975,762,74,2394,NA,13,NA,11
"2015","1","Pennsylvania","Pittsburgh ","PIT",183,183,NA,410,NA,NA,NA,NA
"2015","1","Rhode Island","Providence ","PRO",200,131,20,367,NA,NA,NA,NA
"2015","1","South Carolina","Charleston ","CHL",262,196,32,592,NA,NA,NA,19
"2015","1","Tennessee","Memphis ","MEM",399,362,25,1055,NA,NA,NA,56
"2015","1","Texas","Dallas ","DAL",1699,1086,138,6449,NA,13,NA,160
"2015","1","Texas","El Paso ","ELP",529,410,28,1060,NA,NA,NA,22
"2015","1","Texas","Harlingen ","HLG",649,357,32,1437,NA,NA,NA,20
"2015","1","Texas","Houston ","HOU",2016,1210,211,4218,NA,20,NA,449
"2015","1","Texas","San Antonio ","SNA",1106,508,49,2412,NA,29,NA,34
"2015","1","Utah","Salt Lake City ","SLC",481,375,32,863,NA,NA,NA,NA
"2015","1","Vermont","St. Albans ","STA",31,60,21,88,NA,NA,NA,NA
"2015","1","Virginia","Norfolk ","NOR",322,265,26,800,NA,NA,NA,NA
"2015","1","Washington","Seattle ","SEA",731,458,45,1819,NA,14,NA,NA
"2015","1","Washington","Spokane ","SPO",39,49,10,82,NA,NA,NA,NA
"2015","1","Washington","Yakima","YAK",66,84,16,102,NA,NA,NA,NA
"2015","1","Wisconsin","Milwaukee ","MIL",267,229,33,600,NA,NA,NA,NA
"2015","1","Service Center","California","WSC",2041,6155,1690,5610,42983,62452,8328,335484
"2015","1","Service Center","Nebraska","NSC",49442,46308,2317,102582,1554,2105,470,3174
"2015","1","Service Center","Texas","SSC",10774,11183,504,22524,306,384,60,731
"2015","1","Service Center","Vermont","ESC",11758,17591,1245,18266,11856,3750,1624,160418
"2015","2","Alaska","Anchorage ","ANC",62,89,11,121,NA,NA,NA,NA
"2015","2","Arizona","Phoenix ","PHO",762,559,25,2176,NA,NA,NA,48
"2015","2","Arizona","Tucson","TUC",302,233,18,608,NA,NA,NA,NA
"2015","2","Arkansas","Fort Smith ","FSA",64,81,NA,221,NA,NA,NA,NA
"2015","2","California","Chula Vista","CVC",473,484,31,1051,NA,NA,NA,10
"2015","2","California","Fresno ","FRE",420,360,45,1096,NA,NA,NA,32
"2015","2","California","Imperial","IMP",100,133,NA,181,NA,NA,NA,NA
"2015","2","California","Los Angeles ","LOS",1435,1487,109,3925,NA,NA,NA,103
"2015","2","California","Los Angeles County ","LAC",1371,1303,96,4009,NA,12,NA,47
"2015","2","California","Sacramento ","SAC",511,628,45,1372,NA,NA,NA,NA
"2015","2","California","San Bernardino","SBD",1134,907,61,3700,NA,NA,NA,52
"2015","2","California","San Diego ","SND",428,336,22,1019,NA,NA,NA,22
"2015","2","California","San Fernando Valley","SFV",915,1111,101,2383,NA,15,NA,98
"2015","2","California","San Francisco","SFR",1347,1241,52,3301,NA,17,11,100
"2015","2","California","San Jose ","SNJ",876,844,38,1798,NA,NA,NA,NA
"2015","2","California","Santa Ana","SAA",961,401,31,2900,NA,NA,NA,10
"2015","2","Colorado","Denver ","DEN",719,588,59,2697,NA,10,NA,NA
"2015","2","Connecticut","Hartford ","HAR",512,420,55,1901,NA,NA,NA,NA
"2015","2","Delaware","Dover","DVD",NA,NA,NA,NA,NA,NA,NA,NA
"2015","2","District of Columbia","Washington ","WAS",869,1092,61,2141,NA,16,NA,212
"2015","2","Florida","Hialeah","HIA",497,407,34,1539,NA,NA,NA,17
"2015","2","Florida","Jacksonville","JAC",314,359,29,833,NA,NA,NA,NA
"2015","2","Florida","Kendall","KND",438,535,41,933,NA,NA,NA,19
"2015","2","Florida","Miami ","MIA",892,1155,106,2466,NA,19,NA,58
"2015","2","Florida","Oakland Park","OKL",1154,1020,105,2563,NA,10,NA,69
"2015","2","Florida","Orlando ","ORL",754,903,125,2075,NA,10,NA,65
"2015","2","Florida","TAM","TAM",706,692,51,2180,NA,NA,NA,61
"2015","2","Florida","West Palm Beach","WPB",600,504,70,1451,NA,14,NA,NA
"2015","2","Georgia","Atlanta ","ATL",1481,1428,174,3948,NA,33,NA,67
"2015","2","Hawaii","Honolulu ","HHW",252,294,37,588,NA,NA,NA,NA
"2015","2","Idaho","Boise ","BOI",78,170,NA,217,NA,NA,NA,NA
"2015","2","Illinois","Chicago ","CHI",2015,2021,138,7555,NA,43,NA,410
"2015","2","Indiana","Indianapolis ","INP",285,352,48,595,NA,NA,NA,NA
"2015","2","Iowa","Des Moines","DSM",125,114,NA,336,NA,NA,NA,10
"2015","2","Kansas","Wichita","WIC",102,131,NA,255,NA,NA,NA,NA
"2015","2","Kentucky","Louisville ","LOU",164,135,30,452,NA,NA,NA,NA
"2015","2","Louisiana","New Orleans ","NOL",333,327,28,725,NA,NA,NA,NA
"2015","2","Maine","Portland ","POM",52,47,NA,121,NA,NA,NA,NA
"2015","2","Maryland","Baltimore ","BAL",1095,499,71,3327,NA,NA,NA,NA
"2015","2","Massachusetts","Boston ","BOS",1079,683,54,3119,NA,NA,NA,14
"2015","2","Massachusetts","Lawrence","LAW",349,319,33,1120,NA,NA,NA,NA
"2015","2","Michigan","Detroit ","DET",553,575,61,1714,NA,17,NA,400
"2015","2","Minnesota","St. Paul ","SPM",509,343,45,1587,NA,NA,NA,NA
"2015","2","Missouri","Kansas City ","KAN",266,257,20,656,NA,NA,NA,10
"2015","2","Missouri","St. Louis ","STL",140,162,16,481,NA,NA,NA,NA
"2015","2","Montana","Helena ","HEL",36,101,NA,107,NA,NA,NA,NA
"2015","2","Nebraska","Omaha ","OMA",119,284,14,300,NA,NA,NA,NA
"2015","2","Nevada","Las Vegas ","LVG",602,586,60,1169,NA,NA,NA,NA
"2015","2","Nevada","Reno ","REN",90,116,12,271,NA,NA,NA,NA
"2015","2","New Hampshire","Manchester ","MAN",93,84,NA,213,NA,NA,NA,NA
"2015","2","New Jersey","Mount Laurel","MTL",402,606,43,1016,NA,NA,NA,NA
"2015","2","New Jersey","Newark ","NEW",2069,1732,129,4658,NA,NA,15,17
"2015","2","New Mexico","Albuquerque ","ABQ",150,205,NA,369,NA,12,NA,NA
"2015","2","New York","Albany ","ALB",124,153,NA,290,NA,NA,NA,15
"2015","2","New York","Buffalo ","BUF",189,276,26,590,NA,52,NA,61
"2015","2","New York","Long Island","LNY",1130,825,25,3967,NA,NA,NA,186
"2015","2","New York","New York ","NYC",3705,4124,380,9718,NA,40,11,257
"2015","2","New York","Queens","QNS",1232,698,14,3466,NA,NA,NA,160
"2015","2","North Carolina","Charlotte ","CLT",411,357,46,795,NA,NA,NA,NA
"2015","2","North Carolina","Raleigh","RAL",424,469,24,915,NA,NA,NA,NA
"2015","2","Ohio","Cincinnati ","CIN",128,159,16,323,NA,NA,NA,10
"2015","2","Ohio","Cleveland ","CLE",176,246,29,415,NA,NA,NA,NA
"2015","2","Ohio","Columbus","CLM",208,245,61,464,NA,NA,NA,10
"2015","2","Oklahoma","Oklahoma City ","OKC",241,234,15,969,NA,NA,NA,NA
"2015","2","Oregon","Portland ","POO",375,367,19,1116,NA,NA,NA,NA
"2015","2","Pennsylvania","Philadelphia","PHI",888,941,126,2405,NA,NA,NA,NA
"2015","2","Pennsylvania","Pittsburgh ","PIT",203,142,14,494,NA,NA,NA,NA
"2015","2","Rhode Island","Providence ","PRO",169,187,13,426,NA,NA,NA,NA
"2015","2","South Carolina","Charleston ","CHL",248,256,23,564,NA,NA,NA,19
"2015","2","Tennessee","Memphis ","MEM",395,391,13,1079,NA,23,NA,34
"2015","2","Texas","Dallas ","DAL",1678,1292,202,6532,NA,13,NA,176
"2015","2","Texas","El Paso ","ELP",574,574,25,1073,NA,NA,NA,32
"2015","2","Texas","Harlingen ","HLG",609,568,27,1519,NA,NA,NA,57
"2015","2","Texas","Houston ","HOU",2059,1691,223,4253,NA,32,NA,553
"2015","2","Texas","San Antonio ","SNA",1053,729,38,2622,NA,24,NA,10
"2015","2","Utah","Salt Lake City ","SLC",464,506,29,1016,NA,NA,NA,11
"2015","2","Vermont","St. Albans ","STA",42,34,NA,69,NA,NA,NA,NA
"2015","2","Virginia","Norfolk ","NOR",290,235,24,869,NA,NA,NA,NA
"2015","2","Washington","Seattle ","SEA",732,554,54,1824,NA,NA,NA,NA
"2015","2","Washington","Spokane ","SPO",51,58,14,112,NA,NA,NA,NA
"2015","2","Washington","Yakima","YAK",76,136,NA,127,NA,NA,NA,NA
"2015","2","Wisconsin","Milwaukee ","MIL",250,281,22,558,NA,NA,NA,NA
"2015","2","Service Center","California","WSC",2065,2975,930,5047,41365,66713,12025,315380
"2015","2","Service Center","Nebraska","NSC",53255,49414,2274,97992,1424,2205,293,3078
"2015","2","Service Center","Texas","SSC",11141,12743,541,19936,266,404,90,609
"2015","2","Service Center","Vermont","ESC",12292,10762,1116,19304,11944,4303,996,152776
"2015","3","Alaska","Anchorage ","ANC",64,76,1,156,NA,NA,NA,1
"2015","3","Arizona","Phoenix ","PHO",973,638,16,2674,2,1,NA,71
"2015","3","Arizona","Tucson","TUC",305,363,13,520,1,7,NA,7
"2015","3","Arkansas","Fort Smith ","FSA",100,160,13,190,NA,2,NA,5
"2015","3","California","Chula Vista","CVC",595,349,28,1248,2,8,NA,8
"2015","3","California","Fresno ","FRE",439,357,49,1168,1,14,6,37
"2015","3","California","Imperial","IMP",113,121,6,224,NA,NA,1,1
"2015","3","California","Los Angeles ","LOS",1726,1881,93,4484,NA,10,2,152
"2015","3","California","Los Angeles County ","LAC",1748,1661,158,3528,2,5,1,53
"2015","3","California","Sacramento ","SAC",586,1084,59,1734,NA,12,3,5
"2015","3","California","San Bernardino","SBD",1237,1687,98,2910,NA,5,8,60
"2015","3","California","San Diego ","SND",437,420,24,1022,2,3,3,20
"2015","3","California","San Fernando Valley","SFV",971,957,120,2291,2,4,10,120
"2015","3","California","San Francisco","SFR",1532,1594,76,3455,3,39,6,110
"2015","3","California","San Jose ","SNJ",864,861,36,1643,1,8,4,4
"2015","3","California","Santa Ana","SAA",1079,398,40,3339,1,NA,5,7
"2015","3","Colorado","Denver ","DEN",843,385,59,2971,NA,2,2,8
"2015","3","Connecticut","Hartford ","HAR",603,386,87,1827,2,4,1,62
"2015","3","Delaware","Dover","DVD",NA,NA,NA,NA,NA,NA,NA,NA
"2015","3","District of Columbia","Washington ","WAS",1065,810,85,2855,NA,7,1,52
"2015","3","Florida","Hialeah","HIA",520,1090,33,1405,1,11,2,6
"2015","3","Florida","Jacksonville","JAC",366,329,25,785,NA,2,NA,4
"2015","3","Florida","Kendall","KND",465,412,48,963,3,14,5,8
"2015","3","Florida","Miami ","MIA",970,779,99,2628,2,10,3,60
"2015","3","Florida","Oakland Park","OKL",1256,828,119,2775,4,9,4,77
"2015","3","Florida","Orlando ","ORL",889,787,106,2159,1,5,1,62
"2015","3","Florida","TAM","TAM",833,1003,105,2022,NA,10,1,93
"2015","3","Florida","West Palm Beach","WPB",609,595,78,1534,1,11,32,5
"2015","3","Georgia","Atlanta ","ATL",1740,1149,129,4236,6,32,2,56
"2015","3","Hawaii","Honolulu ","HHW",265,261,15,562,NA,3,NA,2
"2015","3","Idaho","Boise ","BOI",78,520,12,245,NA,3,NA,3
"2015","3","Illinois","Chicago ","CHI",2341,2345,162,7179,3,48,7,336
"2015","3","Indiana","Indianapolis ","INP",312,333,44,638,NA,4,2,7
"2015","3","Iowa","Des Moines","DSM",117,163,11,292,2,NA,NA,3
"2015","3","Kansas","Wichita","WIC",138,140,8,263,NA,2,NA,6
"2015","3","Kentucky","Louisville ","LOU",184,127,26,456,NA,9,2,2
"2015","3","Louisiana","New Orleans ","NOL",384,409,35,689,1,11,NA,1
"2015","3","Maine","Portland ","POM",68,243,10,154,NA,NA,NA,NA
"2015","3","Maryland","Baltimore ","BAL",1156,617,53,3784,1,10,1,20
"2015","3","Massachusetts","Boston ","BOS",1252,663,24,3608,2,8,NA,15
"2015","3","Massachusetts","Lawrence","LAW",439,168,29,1455,1,8,1,1
"2015","3","Michigan","Detroit ","DET",591,526,62,1749,NA,19,5,353
"2015","3","Minnesota","St. Paul ","SPM",455,401,66,1493,NA,4,1,22
"2015","3","Missouri","Kansas City ","KAN",306,390,34,663,NA,NA,NA,9
"2015","3","Missouri","St. Louis ","STL",162,196,9,516,NA,2,NA,4
"2015","3","Montana","Helena ","HEL",39,212,2,97,1,2,NA,1
"2015","3","Nebraska","Omaha ","OMA",148,373,68,387,1,9,7,20
"2015","3","Nevada","Las Vegas ","LVG",682,524,56,1723,2,3,1,13
"2015","3","Nevada","Reno ","REN",88,182,7,362,NA,1,NA,3
"2015","3","New Hampshire","Manchester ","MAN",97,199,13,261,NA,2,1,NA
"2015","3","New Jersey","Mount Laurel","MTL",465,542,47,1206,NA,3,4,5
"2015","3","New Jersey","Newark ","NEW",2410,2057,159,5172,2,12,7,16
"2015","3","New Mexico","Albuquerque ","ABQ",182,297,21,315,1,NA,NA,6
"2015","3","New York","Albany ","ALB",104,48,8,373,NA,NA,1,13
"2015","3","New York","Buffalo ","BUF",193,467,23,709,NA,12,6,73
"2015","3","New York","Long Island","LNY",1369,651,31,4501,2,19,NA,58
"2015","3","New York","New York ","NYC",4130,3977,578,11657,5,104,8,513
"2015","3","New York","Queens","QNS",1372,300,36,4311,NA,10,1,170
"2015","3","North Carolina","Charlotte ","CLT",407,456,31,676,NA,1,NA,3
"2015","3","North Carolina","Raleigh","RAL",442,824,28,998,1,26,1,5
"2015","3","Ohio","Cincinnati ","CIN",162,185,16,295,NA,2,NA,5
"2015","3","Ohio","Cleveland ","CLE",245,196,30,432,NA,4,NA,3
"2015","3","Ohio","Columbus","CLM",235,245,45,443,NA,4,5,3
"2015","3","Oklahoma","Oklahoma City ","OKC",268,220,21,933,NA,6,NA,55
"2015","3","Oregon","Portland ","POO",416,426,22,986,NA,4,3,1
"2015","3","Pennsylvania","Philadelphia","PHI",1001,1319,101,2336,NA,3,NA,3
"2015","3","Pennsylvania","Pittsburgh ","PIT",192,147,16,685,NA,2,NA,4
"2015","3","Rhode Island","Providence ","PRO",156,418,17,458,NA,5,NA,5
"2015","3","South Carolina","Charleston ","CHL",252,273,21,566,NA,7,1,10
"2015","3","Tennessee","Memphis ","MEM",442,462,8,1092,1,2,1,56
"2015","3","Texas","Dallas ","DAL",1986,1527,157,7313,4,8,6,234
"2015","3","Texas","El Paso ","ELP",701,548,18,1304,3,10,NA,28
"2015","3","Texas","Harlingen ","HLG",677,779,20,1482,1,7,2,23
"2015","3","Texas","Houston ","HOU",2308,1689,182,4895,4,22,1,179
"2015","3","Texas","San Antonio ","SNA",1209,739,55,3077,2,12,3,51
"2015","3","Utah","Salt Lake City ","SLC",497,581,19,1057,2,9,2,12
"2015","3","Vermont","St. Albans ","STA",41,47,5,81,NA,NA,NA,NA
"2015","3","Virginia","Norfolk ","NOR",304,261,28,794,NA,2,NA,19
"2015","3","Washington","Seattle ","SEA",780,358,35,1948,NA,10,4,3
"2015","3","Washington","Spokane ","SPO",46,67,9,123,NA,4,NA,NA
"2015","3","Washington","Yakima","YAK",86,115,5,146,NA,1,NA,6
"2015","3","Wisconsin","Milwaukee ","MIL",295,276,36,611,NA,2,NA,10
"2015","3","Service Center","California","WSC",11488,5087,826,12031,58346,66064,8054,300791
"2015","3","Service Center","Nebraska","NSC",57422,51439,2445,98825,1707,1588,313,3289
"2015","3","Service Center","Texas","SSC",12447,8410,668,23672,324,293,30,675
"2015","3","Service Center","Vermont","ESC",4836,3618,928,20567,4688,2066,582,155506
"2015","4","Alaska","Anchorage ","ANC",66,65,NA,174,NA,NA,NA,NA
"2015","4","Arizona","Phoenix ","PHO",904,876,33,2827,NA,NA,NA,80
"2015","4","Arizona","Tucson","TUC",334,389,15,587,NA,NA,NA,NA
"2015","4","Arkansas","Fort Smith ","FSA",82,117,10,190,NA,NA,NA,NA
"2015","4","California","Chula Vista","CVC",507,368,31,1237,NA,NA,NA,NA
"2015","4","California","Fresno ","FRE",512,417,15,1255,NA,NA,NA,40
"2015","4","California","Imperial","IMP",87,253,NA,189,NA,NA,NA,NA
"2015","4","California","Los Angeles ","LOS",1618,2175,146,5244,NA,59,NA,104
"2015","4","California","Los Angeles County ","LAC",1600,1660,108,2499,NA,15,NA,41
"2015","4","California","Sacramento ","SAC",537,1088,39,1815,NA,15,NA,NA
"2015","4","California","San Bernardino","SBD",1254,1667,125,2163,NA,17,NA,75
"2015","4","California","San Diego ","SND",429,254,19,1162,NA,NA,NA,21
"2015","4","California","San Fernando Valley","SFV",968,1027,84,2247,NA,NA,NA,127
"2015","4","California","San Francisco","SFR",1412,1774,53,3322,NA,28,12,110
"2015","4","California","San Jose ","SNJ",931,921,33,1584,NA,10,NA,10
"2015","4","California","Santa Ana","SAA",1102,680,53,3399,NA,NA,NA,NA
"2015","4","Colorado","Denver ","DEN",799,347,60,3170,NA,15,NA,NA
"2015","4","Connecticut","Hartford ","HAR",570,274,103,1846,NA,NA,NA,80
"2015","4","Delaware","Dover","DVD",NA,NA,NA,NA,NA,NA,NA,NA
"2015","4","District of Columbia","Washington ","WAS",970,787,52,3108,NA,NA,NA,44
"2015","4","Florida","Hialeah","HIA",538,922,49,1211,NA,NA,NA,NA
"2015","4","Florida","Jacksonville","JAC",410,392,32,849,NA,NA,NA,NA
"2015","4","Florida","Kendall","KND",456,763,38,784,NA,11,NA,NA
"2015","4","Florida","Miami ","MIA",912,566,45,3009,NA,NA,NA,56
"2015","4","Florida","Oakland Park","OKL",1133,1673,130,2234,NA,31,NA,80
"2015","4","Florida","Orlando ","ORL",908,944,96,2099,NA,NA,NA,61
"2015","4","Florida","TAM","TAM",816,814,124,2164,NA,16,NA,123
"2015","4","Florida","West Palm Beach","WPB",570,792,55,1401,NA,NA,NA,NA
"2015","4","Georgia","Atlanta ","ATL",1774,1566,87,4401,NA,25,NA,40
"2015","4","Hawaii","Honolulu ","HHW",258,282,33,477,NA,NA,NA,NA
"2015","4","Idaho","Boise ","BOI",88,468,NA,353,NA,NA,NA,NA
"2015","4","Illinois","Chicago ","CHI",2447,1956,117,6843,NA,55,NA,276
"2015","4","Indiana","Indianapolis ","INP",322,381,31,637,NA,NA,NA,NA
"2015","4","Iowa","Des Moines","DSM",119,110,15,302,NA,NA,NA,NA
"2015","4","Kansas","Wichita","WIC",133,120,NA,290,NA,NA,NA,NA
"2015","4","Kentucky","Louisville ","LOU",186,221,24,465,NA,NA,NA,NA
"2015","4","Louisiana","New Orleans ","NOL",345,493,42,541,NA,NA,NA,NA
"2015","4","Maine","Portland ","POM",55,315,NA,191,NA,NA,NA,NA
"2015","4","Maryland","Baltimore ","BAL",1170,880,82,3969,NA,13,NA,12
"2015","4","Massachusetts","Boston ","BOS",1297,638,33,3787,NA,15,NA,56
"2015","4","Massachusetts","Lawrence","LAW",432,314,25,1415,NA,11,NA,NA
"2015","4","Michigan","Detroit ","DET",638,393,58,2037,NA,27,NA,323
"2015","4","Minnesota","St. Paul ","SPM",512,595,42,1205,NA,NA,NA,24
"2015","4","Missouri","Kansas City ","KAN",290,609,25,524,NA,NA,NA,10
"2015","4","Missouri","St. Louis ","STL",161,203,12,553,NA,NA,NA,NA
"2015","4","Montana","Helena ","HEL",46,158,NA,97,NA,NA,NA,NA
"2015","4","Nebraska","Omaha ","OMA",154,477,41,308,NA,19,NA,NA
"2015","4","Nevada","Las Vegas ","LVG",652,628,38,1993,NA,NA,NA,26
"2015","4","Nevada","Reno ","REN",80,204,13,376,NA,NA,NA,NA
"2015","4","New Hampshire","Manchester ","MAN",114,293,NA,361,NA,NA,NA,NA
"2015","4","New Jersey","Mount Laurel","MTL",499,1112,53,942,NA,NA,NA,NA
"2015","4","New Jersey","Newark ","NEW",2148,1886,135,5712,NA,25,NA,70
"2015","4","New Mexico","Albuquerque ","ABQ",192,298,12,252,NA,NA,NA,NA
"2015","4","New York","Albany ","ALB",123,126,NA,363,NA,NA,NA,11
"2015","4","New York","Buffalo ","BUF",184,421,85,768,NA,10,NA,103
"2015","4","New York","Long Island","LNY",1362,679,40,4800,NA,21,NA,81
"2015","4","New York","New York ","NYC",4005,3610,449,11722,NA,66,13,450
"2015","4","New York","Queens","QNS",1395,32,31,5380,NA,NA,NA,172
"2015","4","North Carolina","Charlotte ","CLT",433,428,29,667,NA,NA,NA,NA
"2015","4","North Carolina","Raleigh","RAL",495,647,45,914,NA,20,NA,NA
"2015","4","Ohio","Cincinnati ","CIN",158,151,17,349,NA,NA,NA,NA
"2015","4","Ohio","Cleveland ","CLE",207,254,19,387,NA,NA,NA,NA
"2015","4","Ohio","Columbus","CLM",234,316,54,369,NA,NA,NA,NA
"2015","4","Oklahoma","Oklahoma City ","OKC",304,216,14,1011,NA,18,NA,41
"2015","4","Oregon","Portland ","POO",375,387,19,845,NA,NA,NA,NA
"2015","4","Pennsylvania","Philadelphia","PHI",1055,1337,117,2339,NA,NA,NA,NA
"2015","4","Pennsylvania","Pittsburgh ","PIT",201,118,NA,910,NA,NA,NA,NA
"2015","4","Rhode Island","Providence ","PRO",134,502,20,329,NA,NA,NA,NA
"2015","4","South Carolina","Charleston ","CHL",285,195,16,709,NA,NA,NA,NA
"2015","4","Tennessee","Memphis ","MEM",486,587,23,1066,NA,NA,NA,63
"2015","4","Texas","Dallas ","DAL",1997,1500,103,7905,NA,10,NA,242
"2015","4","Texas","El Paso ","ELP",572,726,22,1144,NA,14,NA,22
"2015","4","Texas","Harlingen ","HLG",664,895,22,1288,NA,NA,NA,19
"2015","4","Texas","Houston ","HOU",2359,1468,145,5606,NA,29,NA,35
"2015","4","Texas","San Antonio ","SNA",1216,1279,25,2686,NA,19,NA,46
"2015","4","Utah","Salt Lake City ","SLC",489,674,26,929,NA,13,NA,22
"2015","4","Vermont","St. Albans ","STA",27,55,NA,112,NA,NA,NA,NA
