city,listing_id,bathrooms,price_per_sqft,build_year,url,price,bedrooms,state,longitude,zip_code,partial_bathrooms,street,address,latitude,house_type,state_code,sqft,neighborhood
San Francisco,3256635896,4,0,,https://www.trulia.com/property/3256635896-561-Clipper-St-San-Francisco-CA-94114,4985000,4,California,-122.437416,94114,,Clipper St,"561 Clipper Street, San Francisco, CA",37.748436,Single-Family Home,CA,,Noe Valley
San Francisco,3258424858,3,735.72833,2006,https://www.trulia.com/property/3258424858-25-Sierra-St-W401-San-Francisco-CA-94107,1495000,3,California,-122.39536,94107,1,Sierra St,"25 Sierra Street #W401, San Francisco, CA",37.758198,Condo,CA,2032,Potrero Hill
San Francisco,3258220459,4,411.89566,1900,https://www.trulia.com/property/3258220459-2930-2934-21st-St-San-Francisco-CA-94110,1295000,,California,-122.41312,94110,,21st St,"2930-2934 21st Street, San Francisco, CA",37.75761,Multi-Family Home,CA,3144,Mission
San Francisco,3257421343,0,0,1907,https://www.trulia.com/property/3257421343-1731-Oakdale-Ave-San-Francisco-CA-94124,999999,,California,-122.393364,94124,,Oakdale Ave,"1731 Oakdale Avenue, San Francisco, CA",37.73601,Multi-Family Home,CA,,Silver Terrace
San Francisco,3258374021,2,1038.7097,2012,https://www.trulia.com/property/3258374021-435-China-Basin-St-443-San-Francisco-CA-94158,1288000,2,California,-122.38859,94158,,China Basin St,"435 China Basin Street #443, San Francisco, CA",37.771595,Condo,CA,1240,Mission Bay
San Francisco,3192794997,2,1119.0781,2012,https://www.trulia.com/property/3192794997-420-Mission-Bay-Blvd-N-1203-San-Francisco-CA-94158,1748000,2,California,-122.38859,94158,,Mission Bay Blvd N,"420 Mission Bay Boulevard North #1203, San Francisco, CA",37.771595,Condo,CA,1562,Mission Bay
San Francisco,3258485406,2,678.91156,,https://www.trulia.com/property/3258485406-11-Perego-Ter-3-San-Francisco-CA-94131,998000,3,California,-122.444374,94131,,Perego Ter,"11 Perego Terrace #3, San Francisco, CA",37.750267,Condo,CA,1470,Twin Peaks
San Francisco,3258347118,2,0,,https://www.trulia.com/property/3258347118-404-Hoffman-Ave-San-Francisco-CA-94114,995000,2,California,-122.44086,94114,,Hoffman Ave,"404 Hoffman Avenue, San Francisco, CA",37.75053,Unspecified,CA,,Noe Valley
San Francisco,1009193549,7,0,1914,https://www.trulia.com/property/1009193549-898-Francisco-St-San-Francisco-CA-94109,12000000,6,California,-122.41985,94109,1,Francisco St,"898 Francisco Street, San Francisco, CA",37.804302,Single-Family Home,CA,,Russian Hill
San Francisco,3259262710,2,1196.0432,2016,https://www.trulia.com/property/3259262710-718-Long-Bridge-St-1107-San-Francisco-CA-94158,1995000,3,California,-122.3939,94158,,Long Bridge St,"718 Long Bridge Street #1107, San Francisco, CA",37.7717,Condo,CA,1668,Mission Bay
