address,price,floor_size,bathrooms,bedrooms,est_mortgage,zprice,latitude,longitude,FACTS,FEATURES,APPLIANCES INCLUDED,ROOM TYPES,CONSTRUCTION,ADDITIONAL FEATURES,OTHER,street,barough,state,zip
"32-44 47th St, Long Island City, NY 11103",1240000.0,2700.0,4.0,5.0,4889.0,1293836.0,40.755365,-73.914565,,"Parking: Garage - Detached, 2 spaces",Refrigerator,Dining room,"Stories: 4, Structure type: Other, Unit count: 2","Attic: Y, Class: Res, Fuel: Gas, Heat: Steam, Last Status Change: NEW, Picture: Y, STATUS: A, Detached/Attached: Att, Den/Family Room: Y, Office: Y, Zone: 11, Driveway: Pty, Style: Duplex, Dryer: 0, # Fireplaces: 0, # Kitchens: 2, Washer: 0, Basement/Subfloor: Finished, Full Bathroom, Huge Closets, 3 Separate Entrances, County: Queens","Floor size: 2,700 sqft, Last remodel year: 1930, Parcel #: 007220056, Zillow Home ID: 31942303",32-44 47th St,Long Island City,NY,11103
"9004 187th Pl # 1, Hollis, NY 11423",799000.0,3200.0,3.0,6.0,3150.0,936315.0,40.71198,-73.77248,,,,,,,"Floor size: 3,200 sqft, Zillow Home ID: 2095965328",9004 187th Pl # 1,Hollis,NY,11423
"65 W End Ave # 2, Brooklyn, NY 11235",995000.0,1455.0,2.0,2.0,3923.0,974235.0,40.5801,-73.9533,,Elevator,Dishwasher,,Unit count: 5,,"Floor size: 1,455 sqft, Zillow Home ID: 2096333466",65 W End Ave # 2,Brooklyn,NY,11235
"10 W 66th St APT 22F, New York, NY 10023",3400000.0,2150.0,3.0,4.0,13405.0,124.0,40.7724,-73.9798,,"Doorman, Elevator, Patio, View: City, Park",Dishwasher,,"Room count: 7, Stories: 32, Unit count: 288","North South and West exposures, Balcony Full city view Full park view Full skyline view Floors - herringbone Light - excellent Marble bath Walk in closets Great closet space Dishwasher","Floor size: 2,150 sqft, Zillow Home ID: 2099010779",10 W 66th St APT 22F,New York,NY,10023
"140 Sinclair Ave, Staten Island, NY 10312",574000.0,1176.0,1.0,3.0,2240.0,113.0,40.547514,-74.184825,,"1176 sqft basement, Fenced Yard, Lawn, Parking: Off street",,,"Exterior material: Brick, Vinyl, Roof type: Shake Shingle, Stories: 1, Structure type: Ranch",,"Floor size: 1,176 sqft, Last remodel year: 1965, Parcel #: 062350027, Zillow Home ID: 32364528",140 Sinclair Ave,Staten Island,NY,10312
"2918 Brighton 6th St APT 3A, Brooklyn, NY 11235",629000.0,1170.0,2.0,3.0,2455.0,892877.0,40.57986,-73.96242,,"Cable Ready, Ceiling Fan, Controlled Access, Disability Access, Elevator, Finished basement, Flooring: Carpet, Hardwood, Laminate, Tile, Gated Entry, Intercom, Jetted Tub, Patio, Security System, Sprinkler System, Storage, Transportation, View: City, Territorial, Wired","Dishwasher, Dryer, Freezer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Trash compactor, Washer","Breakfast nook, Dining room, Family room, Laundry room, Master bath, Office, Walk-in closet","Exterior material: Brick, Room count: 6, Stories: 6, Structure type: Modern",,"Floor size: 1,170 sqft, Unit floor #: 3, Zillow Home ID: 2098637682",2918 Brighton 6th St APT 3A,Brooklyn,NY,11235
"25312 Brattle Ave, Little Neck, NY 11362",925000.0,1616.0,2.0,3.0,3647.0,951980.0,40.767926,-73.729379,,"400 sqft basement, Attic, Barbecue, Cable Ready, Double Pane/Storm Windows, Fenced Yard, Finished basement, Fireplace, Flooring: Hardwood, Garden, Jetted Tub, Lawn, Parking: Garage - Attached, 1 space, 400 sqft garage, Patio, Porch, Security System, Sprinkler System, Storage, Transportation, View: City, Wet Bar, Wired","Dishwasher, Dryer, Microwave, Refrigerator, Washer","Dining room, Family room, Laundry room, Master bath, Office","Exterior material: Brick, Roof type: Shake Shingle, Stories: 2, Structure type: Colonial, Unit count: 1","Detached/Attached: Det, Driveway: Pvt, Eat In Kitchen: Y, Heat: Hw, Picture: Y, STATUS: A, Water: Public, A/C: 1, Attic: Y, Sewer: Y, Wood Floors: Y, Fuel: Gas, Last Status Change: PC, Zone: 12, LIST TYPE: P, # Fireplaces: 0, # Kitchens: 1, Inground Sprinklers: Yes, County: Queens, CORNER PROPERTY: Y","Floor size: 1,616 sqft, Last remodel year: 2007, Laundry: In Unit, Zillow Home ID: 2096862656",25312 Brattle Ave,Little Neck,NY,11362
"19 Peter St # A, Staten Island, NY 10314",299000.0,1496.0,2.0,2.0,1146.0,295751.0,40.620872,-74.151527,,"Barbecue, Lawn, Pool",,,"Exterior material: Vinyl, Roof type: Shake Shingle, Stories: 2, Unit count: 1",,"Floor size: 1,496 sqft, Heating: Gas, Parcel #: 014951180, Zillow Home ID: 32302752",19 Peter St # A,Staten Island,NY,10314
"3085 Vernon Blvd # B, Astoria, NY 11102",1380000.0,1200.0,2.0,3.0,5441.0,,40.769523,-73.934562,,"View: Water, Waterfront",,,"Stories: 0, Structure type: Other, Unit count: 0",,"Floor size: 1,200 sqft, Zillow Home ID: 2096201731",3085 Vernon Blvd # B,Astoria,NY,11102
"11220 72nd Dr APT A47, Forest Hills, NY 11375",723000.0,1400.0,2.0,3.0,2821.0,129.0,40.720343,-73.837304,,"Doorman, Garden, Storage","Dryer, Refrigerator, Washer",Dining room,"Roof type: Other, Room count: 6, Stories: 6, Structure type: Other, Unit count: 221","Detached: Det, Fuel: Oil, Picture: Y, STATUS: A, W: Y, Heat: Steam, Wood Floors: Y, County: Q, Class: Con, Kitchen Type: Eik, Pets: Y, Basement: None, Style: Co-Op, Zone: 10, Sewer: Inc, Last Status Change: NEW, # Fireplaces: 0, Heating: Included, MBR 1ST FLOOR: Y, PET TYPE SRCH: .01.02., PARKING: W","Floor size: 1,400 sqft, Unit floor #: 4, Zillow Home ID: 2105921529",11220 72nd Dr APT A47,Forest Hills,NY,11375
"2590 Heath Ave, Bronx, NY 10463",,800.0,,,,348038.0,40.86882,-73.90688,,,,,Structure type: Other,"Property Type: Land, Status: Active, Village: None, Water Description: Municipal, Post Office: Bronx, Garbage: Public, Sewer Description: Municipal","Floor size: 800 sqft, Parcel #: 032370060, Zillow Home ID: 29786713",2590 Heath Ave,Bronx,NY,10463
"135 Oceana Dr E # PH2D, Brooklyn, NY 11235",3449000.0,2800.0,3.0,3.0,13598.0,1531082.0,40.57719,-73.95757,,"Deck, Elevator, Fitness Center, Flooring: Hardwood, Tile, Sauna, Storage, Waterfront","Dishwasher, Dryer, Freezer, Microwave, Range / Oven, Refrigerator","Breakfast nook, Dining room, Family room, Laundry room, Library, Master bath, Office, Recreation room","Exterior material: Brick, Stories: 7, Structure type: Split level, Unit count: 120",,"Floor size: 2,800 sqft, Heating: Gas, Unit floor #: 7, Zillow Home ID: 2096294887",135 Oceana Dr E # PH2D,Brooklyn,NY,11235
"6309 108th St, Forest Hills, NY 11375",489000.0,1250.0,1.0,2.0,1875.0,26.0,40.73464,-73.85048,"Cooperative, 130 days on Zillow, Views since listing: 11,139, All time views: 11,139, 56 shoppers saved this home, HOA Fee: $811/mo, Parking: Garage - Attached, Price/sqft: $391","Elevator, Flooring: Hardwood, Gated Entry, Intercom, Transportation","Dishwasher, Freezer, Garbage disposal, Range / Oven, Refrigerator","Breakfast nook, Dining room, Family room, Office, Pantry, Walk-in closet","Exterior material: Brick, Cement concrete, Stories: 7",,"Floor size: 1,250 sqft, Heating: Gas, Zillow Home ID: 2096848724",6309 108th St,Forest Hills,NY,11375
"14250 122nd Ave, Jamaica, NY 11436",459000.0,1240.0,3.0,4.0,1760.0,414287.0,40.67498,-73.796295,,"Fenced Yard, Garden, Lawn, Parking: Off street, Transportation",Dishwasher,,"Exterior material: Brick, Stories: 3, Structure type: Colonial, Unit count: 1",,"Floor size: 1,240 sqft, Last remodel year: 2016, Parcel #: 120380033, Zillow Home ID: 32182950",14250 122nd Ave,Jamaica,NY,11436
"15822 Powells Cove Blvd, Flushing, NY 11357",705000.0,,2.0,2.0,2751.0,15.0,40.794015,-73.80247,,,"Dryer, Refrigerator, Washer",Dining room,Stories: 0,"Den/Family Room: Y, Eat In Kitchen: Y, Last Status Change: EXT, Picture: Y, STATUS: A, Water: Public, Heat: Steam, Sewer: Y, Fuel: Gas, Detached/Attached: Att, Office: Y, A/C: 3, Zone: 12, Driveway: Pty, Style: Townhouse, LIST TYPE: P, # Fireplaces: 0, # Kitchens: 1, County: Queens","Laundry: In Unit, Parcel #: 045540063, Zillow Home ID: 32028399",15822 Powells Cove Blvd,Flushing,NY,11357
"166 Perry St # 5, New York, NY 10014",4500000.0,1521.0,3.0,2.0,17741.0,2980735.0,40.734663,-74.009241,,"Doorman, Elevator",,,Structure type: Modern,,"Floor size: 1,521 sqft, Zillow Home ID: 2097641004",166 Perry St # 5,New York,NY,10014
"1679 E 19th St # 2B, Brooklyn, NY 11229",899000.0,1530.0,2.0,3.0,3544.0,928648.0,40.60949,-73.95444,"Condo, Built in 1920, 45 days on Zillow, Views since listing: 2,357, All time views: 2,358, 12 shoppers saved this home, HOA Fee: $321/mo, Laundry: In Unit, Parking: Carport, Price/sqft: $588, MLS #: 611038",,"Dishwasher, Dryer, Washer",,Unit count: 6,,"Floor size: 1,530 sqft, Zillow Home ID: 2096793730",1679 E 19th St # 2B,Brooklyn,NY,11229
"97 Rutland Rd, Brooklyn, NY 11225",1825000.0,3856.0,3.0,7.0,7195.0,1213.0,40.659175,-73.957365,,"Fireplace, Flooring: Hardwood, Tile, Garden, Patio, Unfinished basement",Refrigerator,"Dining room, Mud room, Walk-in closet","Stories: 4, Structure type: Other, Unit count: 1","Den: Oil, Picture: Y, STATUS: A, Attic: Y, Heat: Steam, Sewer: Y, Wood Floors: Y, TOUR FLAG: Y, Detached: Att, Zone: 13, Style: Other, Last Status Change: NEW, # Kitchens: 2, County: Brooklyn","Floor size: 3,856 sqft, Last remodel year: 1901, Parcel #: 050340063, Zillow Home ID: 30664827",97 Rutland Rd,Brooklyn,NY,11225
"9706 Avenue K, Brooklyn, NY 11236",659999.0,1760.0,2.0,5.0,,642873.0,40.640375,-73.896525,,,Refrigerator,Dining room,"Stories: 1, Unit count: 2","Class: Res, Driveway: Pvt, Eat In Kitchen: Y, Fuel: Gas, Heat: Steam, Picture: Y, STATUS: A, Detached/Attached: Att, Last Status Change: PC, Style: 2 Story, Zone: 13, # Fireplaces: 0, # Kitchens: 2, MBR 1ST FLOOR: Y, County: Brooklyn","Floor size: 1,760 sqft, Last remodel year: 1955, Parcel #: 082430039, Zillow Home ID: 30776308",9706 Avenue K,Brooklyn,NY,11236
"12708 Sutter Ave, South Ozone Park, NY 11420",949999.0,,4.0,6.0,3745.0,858554.0,40.674187,-73.8191,,,,,,,Zillow Home ID: 2096430884,12708 Sutter Ave,South Ozone Park,NY,11420
"2147 59th St, Brooklyn, NY 11204",1099000.0,2226.0,2.0,3.0,4333.0,121.0,40.61808,-73.97867,,,,,"Stories: 2, Unit count: 1",,"Floor size: 2,226 sqft, Last remodel year: 1925, Parcel #: 055080059, Zillow Home ID: 30679887",2147 59th St,Brooklyn,NY,11204
"118-04 233st, Cambria Heights, NY 11411",575000.0,,3.0,4.0,2244.0,525255.0,40.693091,-73.736764,,,,,,,Zillow Home ID: 2095804157,118-04 233st,Cambria Heights,NY,11411
"18333 Dunlop Ave, Jamaica, NY 11412",455000.0,,2.0,4.0,1744.0,505821.0,40.697434,-73.762446,,,,,,,Zillow Home ID: 2095983760,18333 Dunlop Ave,Jamaica,NY,11412
"123 Washington St APT 50H, New York, NY 10006",1250000.0,606.0,1.0,1.0,4928.0,1197529.0,40.709156,-74.01371,"Condo, Built in 2010, 264 days on Zillow, Views since listing: 19,074, All time views: 20,345, 123 shoppers saved this home, HOA Fee: $892/mo, Cooling: Central, Heating: Forced air, Laundry: In Unit, Parking: Carport, Last sold: Apr 2012 for $1,024,318, Price/sqft: $2,063, MLS #: 74a1c55f76c6c352a08af8e7f79eca697a3f9d19","Deck, Doorman, Elevator, Flooring: Hardwood, Tile, Patio, View: City, Water","Dishwasher, Dryer, Washer",,"Exterior material: Cement concrete, Room count: 3, Structure type: Loft, Unit count: 223","Concierge, fios_available, live_in_super, lounge, media_room, pets, recreation_facilities, roofdeck, sublet, washer_dryer","Floor size: 606 sqft, Heating: Gas, Parcel #: 00531326, Unit floor #: 50, Zillow Home ID: 112512406",123 Washington St APT 50H,New York,NY,10006
"13019 135th Pl, Jamaica, NY 11420",429999.0,840.0,2.0,2.0,1648.0,382886.0,40.67057,-73.80235,,,,,Stories: 2,,"Floor size: 840 sqft, Last remodel year: 2016, Parcel #: 117810269, Zillow Home ID: 32177541",13019 135th Pl,Jamaica,NY,11420
"161 W 133rd St APT 1A, New York, NY 10030",549000.0,682.0,2.0,,2142.0,591953.0,40.813816,-73.943603,,"Flooring: Hardwood, Intercom","Dishwasher, Dryer, Microwave, Range / Oven, Refrigerator, Washer",,"Stories: 5, Unit count: 12",,"Floor size: 682 sqft, Parcel #: 19181002, Zillow Home ID: 97533259",161 W 133rd St APT 1A,New York,NY,10030
"355 Kings Hwy APT 5F, Brooklyn, NY 11223",979000.0,1867.0,3.0,3.0,3860.0,990743.0,40.605015,-73.977037,,"Barbecue, Cable Ready, Deck, Elevator, Fenced Yard, Fireplace, Flooring: Hardwood, Hot Tub/Spa, Intercom, Patio, Security System, Skylight, Sprinkler System, Unfinished basement, View: City, Territorial","Dishwasher, Dryer, Washer","Dining room, Laundry room, Master bath, Recreation room, Walk-in closet","Stories: 6, Unit count: 28",,"Floor size: 1,867 sqft, Heating: Gas, Parcel #: 066531040, Unit floor #: 5, Zillow Home ID: 68314454",355 Kings Hwy APT 5F,Brooklyn,NY,11223
"1758 Dekalb Ave, Ridgewood, NY 11385",1449000.0,2544.0,4.0,8.0,5713.0,1141265.0,40.70705,-73.91647,"Baths: 3 full, 1 half, Lot: 2,543 sqft, Multi Family, Built in 1930, 133 days on Zillow, Views since listing: 4,241, All time views: 4,241, 27 shoppers saved this home, Price/sqft: $570","1240 sqft basement, Finished basement, Flooring: Hardwood, Parking: Garage - Detached, 500 sqft garage","Dryer, Refrigerator, Washer",Dining room,"Exterior material: Brick, Room count: 11, Stories: 0, Unit count: 3","Class: Res, Eat In Kitchen: Y, Picture: Y, STATUS: A, Fuel: Oil, Heat: Hw, Last Status Change: PC, Zone: 10, Detached/Attached: Sd, Style: 2 Story, Driveway: Pty, # Fireplaces: 0, # Kitchens: 3, Basement/Subfloor: Full Finish, County: Queens","Floor size: 2,544 sqft, Heating: Oil, Laundry: In Unit, Zillow Home ID: 2096878460",1758 Dekalb Ave,Ridgewood,NY,11385
"21532 106th Ave, Jamaica, NY 11429",549000.0,1488.0,3.0,4.0,2142.0,453562.0,40.71098,-73.7423,,"Attic, Cable Ready, Finished basement, Flooring: Hardwood, High Speed Internet Ready, Parking: Carport, Off street, On street, Storage","Range / Oven, Refrigerator","Dining room, Family room, Mud room, Office, Recreation room, Sun room","Room count: 15, Stories: 3, Unit count: 1",Living room,"Floor size: 1,488 sqft, Last remodel year: 2017, Parcel #: 111010031, Zillow Home ID: 32160998",21532 106th Ave,Jamaica,NY,11429
"65 W End Ave # 3, Brooklyn, NY 11235",1375000.0,1825.0,2.0,3.0,5421.0,1325989.0,40.5801,-73.9533,,Elevator,Dishwasher,,Unit count: 0,,"Floor size: 1,825 sqft, Zillow Home ID: 2096334175",65 W End Ave # 3,Brooklyn,NY,11235
"1974 E 36th St # 01, Brooklyn, NY 11234",689000.0,,3.0,3.0,2689.0,727222.0,40.61049,-73.93232,,,,,,,"Last remodel year: 2016, Zillow Home ID: 2097132389",1974 E 36th St # 01,Brooklyn,NY,11234
"861 Woodward Ave, Ridgewood, NY 11385",1750000.0,3417.0,4.0,12.0,6899.0,1142445.0,40.702916,-73.902088,,,,,Unit count: 4,"Class: Res, Eat In Kitchen: Y, Fuel: Gas, Last Status Change: NEW, Picture: Y, STATUS: A, Heat: Hw, Detached: Att, Zone: 10, Style: 2 Story, Dryer: 0, # Fireplaces: 0, Washer: 0, Basement: Full Basement, # Kitchens: 4, County: Queens","Floor size: 3,417 sqft, Zillow Home ID: 2098781654",861 Woodward Ave,Ridgewood,NY,11385
"130-23 135pl, Queens, NY 11436",429999.0,,2.0,2.0,1648.0,1210.0,40.671077,-73.802451,,,,,,,"Last remodel year: 2016, Zillow Home ID: 2096583444",130-23 135pl,Queens,NY,11436
"129 Yetman Ave, Staten Island, NY 10307",520000.0,1760.0,2.0,3.0,1993.0,131.0,40.51318,-74.246205,,"Attic, Barbecue, Cable Ready, Ceiling Fan, Fenced Yard, Flooring: Carpet, Hardwood, Laminate, Tile, Garden, Lawn, Parking: Carport, Off street, Porch, Transportation, Unfinished basement","Dishwasher, Range / Oven","Breakfast nook, Dining room, Laundry room, Pantry, Walk-in closet","Exterior material: Vinyl, Roof type: Asphalt, Room count: 7, Stories: 2, Structure type: Colonial",,"Floor size: 1,760 sqft, Heating: Gas, Last remodel year: 1905, Parcel #: 080240027, Zillow Home ID: 32377217",129 Yetman Ave,Staten Island,NY,10307
"1907 Lacombe Ave, Bronx, NY 10473",435000.0,1448.0,3.0,3.0,1668.0,400063.0,40.815794,-73.857515,,,,,Stories: 3,,"Floor size: 1,448 sqft, Last remodel year: 1930, Parcel #: 035270006, Zillow Home ID: 29792011",1907 Lacombe Ave,Bronx,NY,10473
"646 E 53rd St, Brooklyn, NY 11203",749000.0,1408.0,3.0,6.0,2923.0,131.0,40.643595,-73.926915,,"Barbecue, Fenced Yard, Garden, Parking: Garage - Detached, Off street, On street, 2 spaces",,,"Stories: 3, Unit count: 2",,"Floor size: 1,408 sqft, Last remodel year: 2017, Parcel #: 047730022, Zillow Home ID: 30656244",646 E 53rd St,Brooklyn,NY,11203
"7025 Yellowstone Blvd APT 16E, Forest Hills, NY 11375",439000.0,,,1.0,1683.0,366559.0,40.722157,-73.849274,,"Elevator, Pool, Storage",Dishwasher,,"Stories: 0, Structure type: Other, Unit count: 563","A/C: Cac, Detached/Attached: Det, Heat: Hw, Picture: Y, STATUS: A, Fuel: Gas, Class: Con, Pets: Y, Smoking: Y, Style: Co-Op, Zone: 10, Kitchen Type: Combo, Last Status Change: NEW, County: Queens, MBR 1ST FLOOR: Y, PET TYPE SRCH: .01.","Parcel #: 03236003500070025000016E, Zillow Home ID: 80391112",7025 Yellowstone Blvd APT 16E,Forest Hills,NY,11375
"18331 Dunlop Ave, Jamaica, NY 11412",466000.0,1694.0,2.0,4.0,1786.0,428416.0,40.702794,-73.77228,,Parking: Garage - Attached,"Dryer, Refrigerator",Dining room,"Roof type: Other, Room count: 8, Stories: 1, Structure type: Other","Driveway: Pvt, Eat In Kitchen: Y, Picture: Y, STATUS: A, W: Y, Fuel: Gas, County: Q, Detached: Att, A: Y, Zone: 14, Heat: Rad, Last Status Change: NEW, Style: Townhouse, # Fireplaces: 0, # Kitchens: 2, Taxes: 3077.00, MBR 1ST FLOOR: Y","Floor size: 1,694 sqft, Last remodel year: 1945, Laundry: In Unit, Parcel #: 103470092, Zillow Home ID: 32142645",18331 Dunlop Ave,Jamaica,NY,11412
"658 Sapphire St, Brooklyn, NY 11208",759000.0,3465.0,5.0,8.0,2962.0,743706.0,40.664249,-73.856055,,"Cable Ready, Finished basement, Flooring: Hardwood, Intercom, Parking: Garage - Attached, Off street, Patio, Skylight, Transportation",Refrigerator,Dining room,"Exterior material: Brick, Stories: 3, Structure type: Colonial, Unit count: 2","Sewer Type: Municipal, Water Source Type: Municipal, Garage Type: Yes, HOA or Building Fee: 0.00","Floor size: 3,465 sqft, Last remodel year: 1988, Parcel #: 045580099, Zillow Home ID: 30650165",658 Sapphire St,Brooklyn,NY,11208
"12008 Springfield Blvd, Jamaica, NY 11411",469000.0,1402.0,2.0,3.0,,442294.0,40.691085,-73.7468,,,,,"Stories: 2, Unit count: 1",,"Floor size: 1,402 sqft, Last remodel year: 1950, Parcel #: 126940042, Zillow Home ID: 32195490",12008 Springfield Blvd,Jamaica,NY,11411
"2632 Atlantic Ave # 0, Brooklyn, NY 11207",5500000.0,,,,21684.0,682580.0,40.67561,-73.89735,,,,,,,Zillow Home ID: 2098380459,2632 Atlantic Ave # 0,Brooklyn,NY,11207
"14819 Linden Blvd, Jamaica, NY 11436",429000.0,1500.0,3.0,3.0,1645.0,397267.0,40.68627,-73.794825,,,,,Stories: 2,,"Floor size: 1,500 sqft, Last remodel year: 1940, Parcel #: 119660024, Zillow Home ID: 32180658",14819 Linden Blvd,Jamaica,NY,11436
"8120 19th Ave, Brooklyn, NY 11214",1695000.0,3956.0,5.0,9.0,6683.0,1666880.0,40.608475,-73.99803,,"Cable Ready, Ceiling Fan, Deck, Flooring: Hardwood, Intercom, Parking: Garage - Attached, 1 space, Partial basement, Transportation",Washer,Dining room,"Exterior material: Brick, Stories: 2, Structure type: Contemporary, Unit count: 3",Living room,"Floor size: 3,956 sqft, Last remodel year: 1930, Laundry: In Unit, Parcel #: 062960040, Zillow Home ID: 30709571",8120 19th Ave,Brooklyn,NY,11214
"1423 83rd St, Brooklyn, NY 11228",1125000.0,1938.0,3.0,4.0,4435.0,1130.0,40.614239,-74.0091,,"Fenced Yard, Garden, Lawn, Parking: Carport, Patio","Dryer, Washer",,"Exterior material: Brick, Stories: 2, Unit count: 2",,"Floor size: 1,938 sqft, Last remodel year: 1950, Laundry: In Unit, Parcel #: 063040072, Zillow Home ID: 30709876",1423 83rd St,Brooklyn,NY,11228
"838 E 221st St # 1, Bronx, NY 10467",449000.0,,3.0,4.0,1721.0,478338.0,40.88352,-73.85775,,"Barbecue, Deck, Fenced Yard, Finished basement, Flooring: Hardwood, Mother-in-Law Apartment, Parking: Garage - Attached, 1 space, Patio, Transportation","Dishwasher, Microwave, Range / Oven, Refrigerator","Breakfast nook, Dining room, Family room, Laundry room, Office, Recreation room","Exterior material: Brick, Room count: 11, Stories: 3, Structure type: Colonial",,"Heating: Gas, Last remodel year: 2016, Zillow Home ID: 2096548913",838 E 221st St # 1,Bronx,NY,10467
"19140 113th Rd, Jamaica, NY 11412",489999.0,1560.0,2.0,3.0,1878.0,490699.0,40.69884,-73.76112,,"Parking: Garage - Detached, 300 sqft garage",Refrigerator,Dining room,"Exterior material: Vinyl, Wood, Roof type: Shake Shingle, Stories: 3, Structure type: Colonial","Detached/Attached: Det, Driveway: Pvt, Eat In Kitchen: Y, Picture: Y, STATUS: A, Water: Public, Attic: Y, Heat: Steam, Sewer: Y, Fuel: Gas, Last Status Change: PC, Zone: 15, # Fireplaces: 0, # Kitchens: 1, Dryer: 0, Washer: 0, County: Queens","Floor size: 1,560 sqft, Last remodel year: 2016, Parcel #: 109880025, Zillow Home ID: 32157550",19140 113th Rd,Jamaica,NY,11412
"65 W End Ave # 1, Brooklyn, NY 11235",525000.0,790.0,1.0,1.0,2013.0,521422.0,40.5801,-73.9533,,Elevator,Dishwasher,,Unit count: 5,,"Floor size: 790 sqft, Zillow Home ID: 2096333465",65 W End Ave # 1,Brooklyn,NY,11235
"12088 131st St, Jamaica, NY 11420",599000.0,1184.0,2.0,,2338.0,471983.0,40.672394,-73.807745,,,,,"Stories: 2, Unit count: 2",,"Floor size: 1,184 sqft, Last remodel year: 1925, Parcel #: 117540101, Zillow Home ID: 32176596",12088 131st St,Jamaica,NY,11420
"2621 Atlantic Ave, Brooklyn, NY 11207",1700000.0,2340.0,,,6702.0,582854.0,40.675965,-73.89769,,,,,Stories: 3,,"Floor size: 2,340 sqft, Parcel #: 036690040, Zillow Home ID: 30633936",2621 Atlantic Ave,Brooklyn,NY,11207
"1361 E 101st St, Brooklyn, NY 11236",679000.0,1416.0,2.0,4.0,2650.0,640817.0,40.6381,-73.888855,,Parking: Garage - Attached,,,"Stories: 4, Unit count: 1",,"Floor size: 1,416 sqft, Last remodel year: 1960, Parcel #: 082850018, Zillow Home ID: 30778581",1361 E 101st St,Brooklyn,NY,11236
"1361 -01 East 101st St, Brooklyn, NY 11234",679000.0,,2.0,4.0,2650.0,520170.0,40.638422,-73.889526,,,,,,,Zillow Home ID: 2096524628,1361 -01 East 101st St,Brooklyn,NY,11234
"1581 Pacific St, Brooklyn, NY 11213",1299000.0,3456.0,4.0,4.0,5121.0,1375214.0,40.677255,-73.938335,"Lot: 1,799 sqft, Multi Family, Built in 1910, 59 days on Zillow, Views since listing: 7,967, All time views: 8,618, 64 shoppers saved this home, Last sold: May 2007 for $662,500, Price/sqft: $376, MLS #: S9330241650","Fireplace, Flooring: Hardwood, Unfinished basement",Refrigerator,Dining room,"Stories: 0, Structure type: Contemporary, Unit count: 4","Class: Res, Fuel: Gas, Heat: Steam, Last Status Change: NEW, Picture: Y, STATUS: A, Detached: Att, Zone: 13, Dryer: 0, # Fireplaces: 0, Washer: 0, # Kitchens: 4, Basement: Kitchen, Basement: Full Bathroom, Basement: 1 Bedroom, County: Brooklyn, Basement: Dr","Floor size: 3,456 sqft, Last remodel year: 1910, Parcel #: 013340073, Zillow Home ID: 30595652",1581 Pacific St,Brooklyn,NY,11213
"33 W 56th St APT 4A, New York, NY 10019",2990000.0,1198.0,2.0,1.0,11788.0,2077688.0,40.763244,-73.976142,,"Doorman, Elevator, Fitness Center, Furnished","Dishwasher, Dryer, Washer",,"Stories: 17, Unit count: 47",,"Floor size: 1,198 sqft, Parcel #: 12721003, Zillow Home ID: 97539206",33 W 56th St APT 4A,New York,NY,10019
"11529 121st St, South Ozone Park, NY 11420",439000.0,,2.0,2.0,1683.0,468858.0,40.67666,-73.81751,,"Ceiling Fan, Fenced Yard, Finished basement, Flooring: Hardwood, Tile, Parking: Garage - Attached, Off street","Range / Oven, Refrigerator",Laundry room,"Exterior material: Brick, Stories: 2, Structure type: Contemporary",,"Heating: Gas, Zillow Home ID: 2097796884",11529 121st St,South Ozone Park,NY,11420
"2685 E 22nd St # 2B, Brooklyn, NY 11235",675000.0,1044.0,2.0,2.0,2634.0,645687.0,40.5866,-73.9468,,,,,Unit count: 1,,"Floor size: 1,044 sqft, Zillow Home ID: 2096501529",2685 E 22nd St # 2B,Brooklyn,NY,11235
"2619 Atlantic Ave, Brooklyn, NY 11207",2100000.0,3528.0,,,8279.0,702969.0,40.675955,-73.897775,,Fireplace,,,"Stories: 3, Unit count: 3",,"Floor size: 3,528 sqft, Lot depth: 81 ft, Lot width: 28 ft, Parcel #: 036690001, Zillow Home ID: 30633933",2619 Atlantic Ave,Brooklyn,NY,11207
"2623 Atlantic Ave, Brooklyn, NY 11207",1700000.0,2700.0,,,6702.0,652747.0,40.67597,-73.897629,,"Flooring: Hardwood, Transportation","Range / Oven, Refrigerator",,"Stories: 3, Unit count: 3","Business Center, Granite countertop, Stainless steel appliances","Floor size: 2,700 sqft, Lot depth: 89 ft, Lot width: 18 ft, Parcel #: 036690039, Zillow Home ID: 30633935",2623 Atlantic Ave,Brooklyn,NY,11207
